Date,Close
9/18/2018 16:00,54.5
9/19/2018 16:00,55.22
9/20/2018 16:00,55.55
9/21/2018 16:00,54.99
9/24/2018 16:00,54.26
9/25/2018 16:00,54.23
9/26/2018 16:00,53.16
9/27/2018 16:00,52.82
9/28/2018 16:00,52.56
10/1/2018 16:00,52.25
10/2/2018 16:00,52.13
10/3/2018 16:00,52.65
10/4/2018 16:00,53.51
10/5/2018 16:00,53.19
10/8/2018 16:00,53.67
10/9/2018 16:00,53.53
10/10/2018 16:00,52.43
10/11/2018 16:00,51.44
10/12/2018 16:00,52.11
10/15/2018 16:00,53.24
10/16/2018 16:00,53.73
10/17/2018 16:00,54.46
10/18/2018 16:00,53.1
10/19/2018 16:00,52.89
10/22/2018 16:00,51.65
10/23/2018 16:00,51.56
10/24/2018 16:00,50.19
10/25/2018 16:00,51.86
10/26/2018 16:00,51.25
10/29/2018 16:00,52.23
10/30/2018 16:00,52.69
10/31/2018 16:00,53.23
11/1/2018 16:00,53.56
11/2/2018 16:00,53.61
11/5/2018 16:00,53.66
11/6/2018 16:00,53.55
11/7/2018 16:00,53.58
11/8/2018 16:00,53.16
11/9/2018 16:00,53.04
11/12/2018 16:00,52.35
11/13/2018 16:00,52.74
11/14/2018 16:00,52.15
11/15/2018 16:00,52.82
11/16/2018 16:00,52.94
11/19/2018 16:00,53.32
11/20/2018 16:00,52.54
11/21/2018 16:00,52.43
11/23/2018 13:00,51.83
11/26/2018 16:00,52.88
11/27/2018 16:00,53.19
11/28/2018 16:00,54.35
11/29/2018 16:00,54.04
11/30/2018 16:00,54.28
12/3/2018 16:00,54.24
12/4/2018 16:00,51.78
12/6/2018 16:00,51.09
12/7/2018 16:00,50.26
12/10/2018 16:00,48.8
12/11/2018 16:00,47.76
12/12/2018 16:00,47.74
12/13/2018 16:00,47.03
12/14/2018 16:00,46.54
12/17/2018 16:00,46.61
12/18/2018 16:00,46.52
12/19/2018 16:00,45.67
12/20/2018 16:00,46.04
12/21/2018 16:00,45.12
12/24/2018 13:00,43.6
12/26/2018 16:00,45.59
12/27/2018 16:00,45.53
12/28/2018 16:00,45.78
12/31/2018 16:00,46.08
1/2/2019 16:00,46.94
1/3/2019 16:00,46.57
1/4/2019 16:00,47.95
1/7/2019 16:00,47.64
1/8/2019 16:00,47.54
1/9/2019 16:00,47.8
1/10/2019 16:00,47.75
1/11/2019 16:00,47.87
1/14/2019 16:00,48.42
1/15/2019 16:00,47.67
1/16/2019 16:00,48.94
1/17/2019 16:00,49.23
1/18/2019 16:00,50.01
1/22/2019 16:00,49.86
1/23/2019 16:00,50.12
1/24/2019 16:00,49.98
1/25/2019 16:00,50.13
1/28/2019 16:00,49.82
1/29/2019 16:00,49.85
1/30/2019 16:00,50.09
1/31/2019 16:00,48.91
2/1/2019 16:00,48.91
2/4/2019 16:00,49.06
2/5/2019 16:00,49.27
2/6/2019 16:00,49.22
2/7/2019 16:00,48.08
2/8/2019 16:00,47.65
2/11/2019 16:00,47.65
2/12/2019 16:00,49.05
2/13/2019 16:00,49.02
2/14/2019 16:00,48.52
2/15/2019 16:00,49.22
2/19/2019 16:00,49.38
2/20/2019 16:00,49.81
2/21/2019 16:00,49.56
2/22/2019 16:00,49.02
2/25/2019 16:00,49.66
2/26/2019 16:00,49.59
2/27/2019 16:00,49.9
2/28/2019 16:00,49.89
3/1/2019 16:00,50.03
3/4/2019 16:00,50.11
3/5/2019 16:00,49.89
3/6/2019 16:00,49.82
3/7/2019 16:00,49.68
3/8/2019 16:00,49.8
3/11/2019 16:00,49.76
3/12/2019 16:00,49.65
3/13/2019 16:00,49.92
3/14/2019 16:00,50.35
3/15/2019 16:00,50.66
3/18/2019 16:00,51.73
3/19/2019 16:00,51.41
3/20/2019 16:00,50.4
3/21/2019 16:00,49.86
3/22/2019 16:00,48.31
3/25/2019 16:00,48.08
3/26/2019 16:00,49.01
3/27/2019 16:00,48.77
3/28/2019 16:00,49.09
3/29/2019 16:00,48.32
4/1/2019 16:00,48.81
4/2/2019 16:00,48.21
4/3/2019 16:00,48.86
4/4/2019 16:00,49.17
4/5/2019 16:00,48.78
4/8/2019 16:00,48.88
4/9/2019 16:00,48.14
4/10/2019 16:00,47.79
4/11/2019 16:00,47.74
4/12/2019 16:00,46.49
4/15/2019 16:00,46.77
4/16/2019 16:00,47.65
4/17/2019 16:00,47.55
4/18/2019 16:00,47.58
4/22/2019 16:00,47.26
4/23/2019 16:00,47.35
4/24/2019 16:00,47.48
4/25/2019 16:00,47.51
4/26/2019 16:00,47.96
4/29/2019 16:00,48.27
4/30/2019 16:00,48.41
5/1/2019 16:00,48.23
5/2/2019 16:00,48.3
5/3/2019 16:00,48.65
5/6/2019 16:00,48.43
5/7/2019 16:00,47.17
5/8/2019 16:00,47
5/9/2019 16:00,46.74
5/10/2019 16:00,47.15
5/13/2019 16:00,46.33
5/14/2019 16:00,46.49
5/15/2019 16:00,45.84
5/16/2019 16:00,45.9
5/17/2019 16:00,45.7
5/20/2019 16:00,45.45
5/21/2019 16:00,46.33
5/22/2019 16:00,46.1
5/23/2019 16:00,45.56
5/24/2019 16:00,46.17
5/28/2019 16:00,45.59
5/29/2019 16:00,45.48
5/30/2019 16:00,45.05
5/31/2019 16:00,44.37
6/3/2019 16:00,44.52
6/4/2019 16:00,45.68
6/5/2019 16:00,45.86
6/6/2019 16:00,45.92
6/7/2019 16:00,45.63
6/10/2019 16:00,46.27
6/11/2019 16:00,46.26
6/12/2019 16:00,44.91
6/13/2019 16:00,45.29
6/14/2019 16:00,45.59
6/17/2019 16:00,45.27
6/18/2019 16:00,46.1
6/19/2019 16:00,45.65
6/20/2019 16:00,45.86
6/21/2019 16:00,46.89
6/24/2019 16:00,46.27
6/25/2019 16:00,46.14
6/26/2019 16:00,45.8
6/27/2019 16:00,46.29
6/28/2019 16:00,47.32
7/1/2019 16:00,47.69
7/2/2019 16:00,47.23
7/3/2019 13:00,47.66
7/5/2019 16:00,47.77
7/8/2019 16:00,47.53
7/9/2019 16:00,47.83
7/10/2019 16:00,47.15
7/11/2019 16:00,47.14
7/12/2019 16:00,47.36
7/15/2019 16:00,46.71
7/16/2019 16:00,45.3
7/17/2019 16:00,45.21
7/18/2019 16:00,45.82
7/19/2019 16:00,46.03
7/22/2019 16:00,46.48
7/23/2019 16:00,47.2
7/24/2019 16:00,48.45
7/25/2019 16:00,48.09
7/26/2019 16:00,49.3
7/29/2019 16:00,48.28
7/30/2019 16:00,48.55
7/31/2019 16:00,48.41
8/1/2019 16:00,47.06
8/2/2019 16:00,47.44
8/5/2019 16:00,46.14
8/6/2019 16:00,46.93
8/7/2019 16:00,45.81
8/8/2019 16:00,46.4
8/9/2019 16:00,46.3
8/12/2019 16:00,45.53
8/13/2019 16:00,45.96
8/14/2019 16:00,43.97
8/15/2019 16:00,43.38
8/16/2019 16:00,44.39
8/19/2019 16:00,45.25
8/20/2019 16:00,44.68
8/21/2019 16:00,45
8/22/2019 16:00,45.62
8/23/2019 16:00,44.42
8/26/2019 16:00,44.98
8/27/2019 16:00,44.75
8/28/2019 16:00,45.47
8/29/2019 16:00,46.19
8/30/2019 16:00,46.57
9/3/2019 16:00,46.09
9/4/2019 16:00,46.5
9/5/2019 16:00,47.62
9/6/2019 16:00,47.15
9/9/2019 16:00,48.41
9/10/2019 16:00,48.31
9/11/2019 16:00,48.85
9/12/2019 16:00,48.65
9/13/2019 16:00,48.92
9/16/2019 16:00,48.98
9/17/2019 16:00,48.76
9/18/2019 16:00,48.93
9/19/2019 16:00,48.91
9/20/2019 16:00,48.63
9/23/2019 16:00,48.96
9/24/2019 16:00,48.65
9/25/2019 16:00,49.26
9/26/2019 16:00,48.87
9/27/2019 16:00,50.71
9/30/2019 16:00,50.44
10/1/2019 16:00,49.06
10/2/2019 16:00,48.47
10/3/2019 16:00,48.48
10/4/2019 16:00,49.21
10/7/2019 16:00,48.81
10/8/2019 16:00,47.82
10/9/2019 16:00,48.15
10/10/2019 16:00,48.65
10/11/2019 16:00,49.21
10/14/2019 16:00,49.27
10/15/2019 16:00,50.11
10/16/2019 16:00,49.59
10/17/2019 16:00,49.61
10/18/2019 16:00,49.97
10/21/2019 16:00,50.46
10/22/2019 16:00,50.62
10/23/2019 16:00,50.93
10/24/2019 16:00,51.1
10/25/2019 16:00,51.57
10/28/2019 16:00,51.65
10/29/2019 16:00,52.17
10/30/2019 16:00,52.03
10/31/2019 16:00,51.63
11/1/2019 16:00,52.18
11/4/2019 16:00,52.72
11/5/2019 16:00,53.3
11/6/2019 16:00,53.8
11/7/2019 16:00,54
11/8/2019 16:00,54.1
11/11/2019 16:00,54.05
11/12/2019 16:00,54.22
11/13/2019 16:00,53.29
11/14/2019 16:00,53.49
11/15/2019 16:00,53.8
11/18/2019 16:00,54
11/19/2019 16:00,54.03
11/20/2019 16:00,53.54
11/21/2019 16:00,53.56
11/22/2019 16:00,54.28
11/25/2019 16:00,54.21
11/26/2019 16:00,53.81
11/27/2019 16:00,54.34
11/29/2019 13:00,54.46
12/2/2019 16:00,53.62
12/3/2019 16:00,52.58
12/4/2019 16:00,53.24
12/5/2019 16:00,53.23
12/6/2019 16:00,54.37
12/9/2019 16:00,53.92
12/10/2019 16:00,53.69
12/11/2019 16:00,53.17
12/12/2019 16:00,54.36
12/13/2019 16:00,53.79
12/16/2019 16:00,54.22
12/17/2019 16:00,54.34
12/18/2019 16:00,53.67
12/19/2019 16:00,53.63
12/20/2019 16:00,53.33
12/23/2019 16:00,53.81
12/24/2019 13:00,53.82
12/26/2019 16:00,54.15
12/27/2019 16:00,53.92
12/30/2019 16:00,53.6
12/31/2019 16:00,53.8
